!
!Date: 10/18/2016
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Interactor	Interactor Systematic Name	Interactor	Interactor Systematic Name	Type	Assay	Annotation	Action	Modification	Phenotype	Source	Reference	Note
BNI1	YNL271C	PEP8	YJL053W	Genetic	Phenotypic Enhancement	manually curated	Bait			BioGRID	Yamamoto T, et al. (2010) PMID:20147449	BNI1/BNR1/PEP8 triple mutants show increased defects in budding
BNI1	YNL271C	PER33	YLR064W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	PES4	YFR023W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	PEX19	YDL065C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	PFA5	YDR459C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	PFY1	YOR122C	Genetic	Dosage Lethality	manually curated	Bait		inviable Mutant Type: unspecified	BioGRID	Imamura H, et al. (1997) PMID:9184220	
BNI1	YNL271C	PFY1	YOR122C	Genetic	Phenotypic Enhancement	manually curated	Bait			BioGRID	Yamamoto T, et al. (2010) PMID:20147449	BNI1/BNR1/PFY1 triple mutants show increased defects in budding
BNI1	YNL271C	PFY1	YOR122C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	PFY1	YOR122C	Physical	Two-hybrid	high-throughput	Hit	No Modification		BioGRID	Drees BL, et al. (2001) PMID:11489916	
BNI1	YNL271C	PFY1	YOR122C	Physical	Two-hybrid	manually curated	Hit	No Modification		BioGRID	Imamura H, et al. (1997) PMID:9184220	
BNI1	YNL271C	PFY1	YOR122C	Physical	Two-hybrid	manually curated	Bait	No Modification		BioGRID	Evangelista M, et al. (1997) PMID:9082982	
BNI1	YNL271C	PFY1	YOR122C	Physical	Biochemical Activity	manually curated	Bait	No Modification		BioGRID	Courtemanche N and Pollard TD (2012) PMID:22247555	Bni1 polymerizes profilin-actin in vitro
BNI1	YNL271C	PGA1	YNL158W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	PGM2	YMR105C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	PHO85	YPL031C	Genetic	Synthetic Growth Defect	high-throughput	Hit		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Dixon SJ, et al. (2008) PMID:18931302	EMAP
BNI1	YNL271C	PHO85	YPL031C	Genetic	Synthetic Lethality	manually curated	Hit		inviable Mutant Type: unspecified	BioGRID	Huang D, et al. (2002) PMID:12077337	
BNI1	YNL271C	PHO85	YPL031C	Genetic	Dosage Lethality	high-throughput	Hit		inviable Mutant Type: unspecified	BioGRID	Sopko R, et al. (2006) PMID:16455487	Overexpression is lethal in a PHO85 deletion background
BNI1	YNL271C	PHO85	YPL031C	Genetic	Synthetic Lethality	high-throughput	Hit		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	PIN4	YBL051C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	PIN4	YBL051C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	PIN4	YBL051C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	PKC1	YBL105C	Genetic	Synthetic Lethality	manually curated	Hit		inviable Mutant Type: unspecified	BioGRID	Krause SA, et al. (2008) PMID:18806213	A dominant-negative SGA (DN-SGA) analysis was performed.  The wild-type query strain was transformed with a plasmid containing a dominant-negative allele of PKC1 encoding a catalytically inactive full-length Pkc1 protein
BNI1	YNL271C	PKC1	YBL105C	Genetic	Dosage Rescue	manually curated	Hit		vegetative growth: normal Mutant Type: unspecified	BioGRID	Zanelli CF and Valentini SR (2005) PMID:16157662	
BNI1	YNL271C	PLP2	YOR281C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	POP1	YNL221C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	PRE5	YMR314W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	PRE5	YMR314W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	PRK1	YIL095W	Physical	Biochemical Activity	manually curated	Hit	Phosphorylation		BioGRID	Wang J, et al. (2009) PMID:19220811	
BNI1	YNL271C	PRP45	YAL032C	Physical	Two-hybrid	manually curated	Hit	No Modification		BioGRID	Albers M, et al. (2003) PMID:12554883	
BNI1	YNL271C	PSA1	YDL055C	Physical	Affinity Capture-MS	high-throughput	Bait	No Modification		BioGRID	Gavin AC, et al. (2006) PMID:16429126	
BNI1	YNL271C	PST2	YDR032C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	PTC1	YDL006W	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	PTC1	YDL006W	Genetic	Phenotypic Suppression	manually curated	Hit			BioGRID	Li X, et al. (2013) PMID:23924898	BNI1 deletion decreases activated Slt2 levels in ptc1 mutant|BNI1 deletion suppresses cER inheritance defects in ptc1 mutant|Figure 1|Figure 3
BNI1	YNL271C	PTC1	YDL006W	Genetic	Synthetic Growth Defect	manually curated	Hit		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Li X, et al. (2013) PMID:23924898	Figure S1
BNI1	YNL271C	PUF3	YLL013C	Physical	Affinity Capture-RNA	high-throughput	Hit	No Modification		BioGRID	Freeberg MA, et al. (2013) PMID:23409723	Puf3 protein bound to RNA subdomain: 3'UTR
BNI1	YNL271C	RAD55	YDR076W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	RAD61	YDR014W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	RAS2	YNL098C	Genetic	Phenotypic Suppression	manually curated	Bait			BioGRID	Mosch HU and Fink GR (1997) PMID:9055077	Overexpression of the hit protein allows pseudohyphal growth which is blocked in the single mutant
BNI1	YNL271C	RAX2	YLR084C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	RER2	YBR002C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	RFT1	YBL020W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	RGA1	YOR127W	Genetic	Dosage Rescue	manually curated	Bait		vegetative growth: normal Mutant Type: unspecified	BioGRID	Kadota J, et al. (2004) PMID:15371547	bni1 cla4 mutant
BNI1	YNL271C	RGD1	YBR260C	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	RGD1	YBR260C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	RGL1	YPL066W	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	RHO1	YPR165W	Physical	Two-hybrid	high-throughput	Hit	No Modification		BioGRID	Drees BL, et al. (2001) PMID:11489916	
BNI1	YNL271C	RHO1	YPR165W	Physical	Two-hybrid	manually curated	Hit	No Modification		BioGRID	Kohno H, et al. (1996) PMID:8947028	
BNI1	YNL271C	RHO1	YPR165W	Physical	Affinity Capture-Western	manually curated	Bait	No Modification		BioGRID	Logan MR, et al. (2010) PMID:20171953	
BNI1	YNL271C	RHO3	YIL118W	Genetic	Synthetic Rescue	manually curated	Hit		vegetative growth: normal Mutant Type: unspecified	BioGRID	Dong Y, et al. (2003) PMID:12810699	genetic complex|mutation of bni1 rescues growth in a bnr1/rho3 mutant|mutation of bni1 rescues growth in a rho3/rho4 mutant
BNI1	YNL271C	RHO3	YIL118W	Physical	Two-hybrid	manually curated	Hit	No Modification		BioGRID	Robinson NG, et al. (1999) PMID:10207081	
BNI1	YNL271C	RHO4	YKR055W	Genetic	Synthetic Rescue	manually curated	Hit		vegetative growth: normal Mutant Type: unspecified	BioGRID	Dong Y, et al. (2003) PMID:12810699	genetic complex|mutation of bni1 rescues growth in a rho3/rho4 mutant
BNI1	YNL271C	RNR1	YER070W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	RNR2	YJL026W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	RNR3	YIL066C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	RNR4	YGR180C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	RPN10	YHR200W	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	BNI1/BIM1/INO2 and BNI/BIM1/RPN10 triple mutants show synthetic growth defects compared to a BNI1/BIM1 double mutant|genetic complex
BNI1	YNL271C	RPP1B	YDL130W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	RPT5	YOR117W	Physical	Two-hybrid	high-throughput	Hit	No Modification		BioGRID	Wang Y, et al. (2012) PMID:22875988	Interaction between cloned coiled-coil domains
BNI1	YNL271C	RSC2	YLR357W	Genetic	Positive Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	RSP5	YER125W	Physical	Biochemical Activity	manually curated	Hit	Ubiquitination		BioGRID	Kono K, et al. (2012) PMID:22727045	
BNI1	YNL271C	RSP5	YER125W	Physical	Affinity Capture-Western	manually curated	Hit	No Modification		BioGRID	Kono K, et al. (2012) PMID:22727045	
BNI1	YNL271C	RTC3	YHR087W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	RTT109	YLL002W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	RVS167	YDR388W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	SAC3	YDR159W	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	SAC6	YDR129C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	SAC6	YDR129C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	SAR1	YPL218W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	SBP1	YHL034C	Physical	Affinity Capture-RNA	high-throughput	Hit	No Modification		BioGRID	Mitchell SF, et al. (2013) PMID:23222640	UV cross-linking followed by immunoprecipitation
BNI1	YNL271C	SCP1	YOR367W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	SCS2	YER120W	Genetic	Phenotypic Enhancement	manually curated	Hit			BioGRID	Loewen CJ, et al. (2007) PMID:17984322	
BNI1	YNL271C	SCW4	YGR279C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	SDA1	YGR245C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	SDS22	YKL193C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	SDS24	YBR214W	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	SEC10	YLR166C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	SEC11	YIR022W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	SEC15	YGL233W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	SEC3	YER008C	Genetic	Synthetic Lethality	manually curated	Hit		inviable Mutant Type: unspecified	BioGRID	Li X, et al. (2013) PMID:23924898	Figure 5
BNI1	YNL271C	SEC3	YER008C	Genetic	Synthetic Growth Defect	manually curated	Hit		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Kono K, et al. (2012) PMID:22727045	double mutants show increased sensitivity to SDS and high temperatures
BNI1	YNL271C	SEC9	YGR009C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	SEG1	YMR086W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	SEN34	YAR008W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Davierwala AP, et al. (2005) PMID:16155567	SGA screen
BNI1	YNL271C	SGM1	YJR134C	Physical	Two-hybrid	high-throughput	Hit	No Modification		BioGRID	Zhang H, et al. (2009) PMID:19591838	Coiled-coil domains only
BNI1	YNL271C	SGT2	YOR007C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	SHE1	YBL031W	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	SHE1	YBL031W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	SHE4	YOR035C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	SHE9	YDR393W	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	SHS1	YDL225W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	SHS1	YDL225W	Genetic	Synthetic Lethality	high-throughput	Hit		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	SHS1	YDL225W	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	SHS1	YDL225W	Genetic	Synthetic Lethality	high-throughput	Hit		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	SHS1	YDL225W	Genetic	Synthetic Growth Defect	manually curated	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Buttery SM, et al. (2012) PMID:22918953	inviable at 35 deg C
BNI1	YNL271C	SHS1	YDL225W	Genetic	Phenotypic Enhancement	manually curated	Bait			BioGRID	Buttery SM, et al. (2012) PMID:22918953	bni1-1 allele; actin cable assembly defective in double mutants
BNI1	YNL271C	SIF2	YBR103W	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	SIR2	YDL042C	Genetic	Synthetic Growth Defect	high-throughput	Hit		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Liu B, et al. (2010) PMID:20141839	
BNI1	YNL271C	SIS1	YNL007C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	SKO1	YNL167C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	SKT5	YBL061C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	SKT5	YBL061C	Genetic	Synthetic Lethality	high-throughput	Hit		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	SKT5	YBL061C	Genetic	Negative Genetic	high-throughput	Bait			BioGRID	Costanzo M, et al. (2010) PMID:20093466	A Synthetic Genetic Array (SGA) analysis was carried out to quantitatively score genetic interactions based on fitness defects that were estimated from the colony size of double versus single mutants. Genetic interactions were considered significant if they had an SGA score of epsilon > 0.08 for positive interactions and epsilon < -0.08 for negative interactions, and a p-value < 0.05.
BNI1	YNL271C	SKT5	YBL061C	Genetic	Synthetic Growth Defect	high-throughput	Hit		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	SKT5	YBL061C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	SLA1	YBL007C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	SLA1	YBL007C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	SLA1	YBL007C	Physical	Reconstituted Complex	high-throughput	Bait	No Modification		BioGRID	Miao Y, et al. (2013) PMID:24133141	Figure 3|proteins identified using MS from formin-reconstituted actin cables
BNI1	YNL271C	SLA2	YNL243W	Genetic	Phenotypic Suppression	manually curated	Bait			BioGRID	Yoshiuchi S, et al. (2006) PMID:16547104	
BNI1	YNL271C	SLA2	YNL243W	Genetic	Synthetic Growth Defect	manually curated	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Yoshiuchi S, et al. (2006) PMID:16547104	
BNI1	YNL271C	SLA2	YNL243W	Genetic	Phenotypic Enhancement	manually curated	Bait			BioGRID	Yamamoto T, et al. (2010) PMID:20147449	BNI1/BNR1/SLA2 triple mutants show increased defects in budding
BNI1	YNL271C	SLI15	YBR156C	Genetic	Phenotypic Enhancement	high-throughput	Bait			BioGRID	Vizeacoumar FJ, et al. (2010) PMID:20065090	High Throughput: A synthetic genetic array high-content screening analysis (SGA-HCS) was performed to identify defects in spindle morphogenesis apparent in a double mutant background involving either bni1 or bim1.|Low Throughput: Selected double mutants identified using the SGA-HCS analysis were further inspected manually.
BNI1	YNL271C	SLT2	YHR030C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	SLT2	YHR030C	Genetic	Synthetic Lethality	high-throughput	Hit		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2001) PMID:11743205	
BNI1	YNL271C	SLT2	YHR030C	Genetic	Synthetic Lethality	high-throughput	Bait		inviable Mutant Type: unspecified	BioGRID	Tong AH, et al. (2004) PMID:14764870	
BNI1	YNL271C	SLT2	YHR030C	Genetic	Synthetic Growth Defect	high-throughput	Bait		vegetative growth: decreased Mutant Type: unspecified	BioGRID	Dixon SJ, et al. (2008) PMID:18931302	EMAP
